nome_produto,categoria_produto,fabricante,preco,quantidade_estoque,data_compra,nome_cliente,faixa_etaria_cliente,genero_cliente,estado_residencia_cliente,meio_pagamento,em_promocao,desconto_maximo,frete_gratis,avaliacao_produto,quantidade_vendida
Produto_4560,Jogos,Panasonic,785.62,4068,2024-06-30,João,56-65,Feminino,MG,Transferência Bancária,False,0.0,False,5,1
Produto_1680,Jogos,Apple,658.56,4120,2024-01-31,Lucas,56-65,Masculino,CE,Cartão de Crédito,False,0.0,False,4,2
Produto_6122,Brinquedos,Philips,207.77,1049,2024-03-09,Maria,36-45,Feminino,RS,Boleto,False,0.0,False,3,8
Produto_6839,Eletrônicos,Microsoft,1131.65,3101,2023-11-10,Lucas,56-65,Masculino,CE,Pix,False,0.0,True,3,9
Produto_7331,Eletrodomésticos,Brastemp,1336.21,3183,2024-09-16,Fernanda,26-35,Masculino,SC,Boleto,False,0.0,True,1,5
Produto_1717,Brinquedos,Microsoft,94.14,1266,2024-08-25,Paula,46-55,Masculino,PR,Transferência Bancária,False,0.0,False,2,10
Produto_3719,Jogos,Philips,1289.09,865,2023-11-05,Pedro,56-65,Feminino,PR,Cartão de Crédito,True,27.6,False,2,8
Produto_1650,Esportes,Acer,664.88,2051,2024-09-23,Pedro,56-65,Feminino,PR,Pix,False,0.0,True,3,4
Produto_3123,Móveis,Panasonic,1314.42,2323,2024-03-06,Lucas,56-65,Masculino,CE,Boleto,False,0.0,False,2,5
Produto_4850,Móveis,Samsung,857.98,4364,2024-10-03,Carla,18-25,Outro,SC,Cartão de Crédito,False,0.0,False,2,5
Produto_5557,Esportes,Acer,91.57,4172,2024-01-01,Carla,18-25,Outro,SC,Transferência Bancária,False,0.0,True,2,5
Produto_5057,Eletrônicos,Samsung,62.08,2582,2023-11-24,Thiago,46-55,Outro,SC,Cartão de Crédito,False,0.0,False,5,6
Produto_8447,Jogos,LG,1125.52,4555,2024-06-20,Ana,56-65,Feminino,RS,Cartão de Crédito,False,0.0,False,3,4
Produto_2200,Brinquedos,Microsoft,724.81,990,2023-12-13,João,56-65,Feminino,MG,Cartão de Crédito,False,0.0,False,1,6
Produto_9328,Eletrônicos,Brastemp,527.16,3627,2024-01-22,João,56-65,Feminino,MG,Pix,True,19.6,True,1,9
Produto_6627,Brinquedos,Philips,522.04,332,2024-02-06,João,56-65,Feminino,MG,Cartão de Crédito,True,26.3,True,5,6
Produto_4344,Esportes,Philips,983.47,4486,2024-07-15,João,56-65,Feminino,MG,Transferência Bancária,True,24.2,False,2,6
Produto_6376,Eletrônicos,Brastemp,1220.55,1518,2023-12-27,Pedro,56-65,Feminino,PR,Pix,False,0.0,False,5,1
Produto_9473,Jogos,Panasonic,230.11,1464,2023-12-14,Thiago,46-55,Outro,SC,Cartão de Crédito,False,0.0,True,5,5
Produto_3475,Móveis,Nokia,616.63,2830,2023-11-28,Ana,56-65,Feminino,RS,Boleto,False,0.0,True,2,5
Produto_5970,Beleza,Apple,541.85,4364,2024-05-20,Paula,46-55,Masculino,PR,Pix,False,0.0,True,3,9
Produto_3225,Eletrodomésticos,Brastemp,235.36,4502,2024-01-01,Pedro,56-65,Feminino,PR,Boleto,False,0.0,True,5,5
Produto_4170,Eletrodomésticos,Sony,1033.04,2229,2024-05-31,Ana,56-65,Feminino,RS,Transferência Bancária,False,0.0,True,1,3
Produto_2482,Beleza,Brastemp,768.41,1952,2024-10-08,Maria,36-45,Feminino,RS,Pix,True,5.3,True,5,7
Produto_7547,Esportes,Samsung,412.93,245,2024-01-19,Ana,56-65,Feminino,RS,Transferência Bancária,False,0.0,True,2,7
Produto_9128,Móveis,Philips,1283.5,3511,2024-08-23,Fernanda,26-35,Masculino,SC,Boleto,True,24.4,True,4,8
Produto_1317,Móveis,Philips,471.84,1811,2024-10-06,Pedro,56-65,Feminino,PR,Pix,False,0.0,True,1,9
Produto_9540,Brinquedos,Philips,475.54,1676,2024-02-09,João,56-65,Feminino,MG,Pix,False,0.0,True,2,10
Produto_6546,Móveis,Microsoft,263.09,1413,2024-03-29,Maria,36-45,Feminino,RS,Cartão de Crédito,False,0.0,True,5,8
Produto_1180,Esportes,Sony,275.6,4075,2024-04-09,Gabriel,18-25,Outro,RJ,Pix,False,0.0,False,2,2
Produto_4394,Móveis,Sony,842.06,1156,2024-10-09,Maria,36-45,Feminino,RS,Cartão de Crédito,False,0.0,False,5,1
Produto_3253,Jogos,Sony,574.41,4936,2024-09-25,Ana,56-65,Feminino,RS,Pix,True,29.9,False,5,3
Produto_4462,Beleza,Nokia,891.7,3635,2024-07-12,Ana,56-65,Feminino,RS,Cartão de Crédito,True,8.2,True,1,6
Produto_1283,Jogos,Acer,805.91,3571,2023-11-08,Paula,46-55,Masculino,PR,Boleto,False,0.0,True,2,7
Produto_3591,Eletrodomésticos,Acer,1314.16,824,2024-05-26,Gabriel,18-25,Outro,RJ,Boleto,False,0.0,False,2,3
Produto_3933,Jogos,LG,846.77,4371,2024-10-06,Thiago,46-55,Outro,SC,Transferência Bancária,False,0.0,True,1,8
Produto_6244,Eletrodomésticos,Microsoft,654.04,2506,2024-08-14,Ana,56-65,Feminino,RS,Boleto,False,0.0,False,5,5
Produto_2666,Eletrônicos,Apple,1049.13,1654,2024-10-25,Paula,46-55,Masculino,PR,Boleto,False,0.0,False,4,4
Produto_2454,Vestuário,Philips,507.86,2650,2024-06-30,Carla,18-25,Outro,SC,Transferência Bancária,False,0.0,False,1,1
Produto_8617,Brinquedos,Nokia,79.71,4476,2023-11-27,Thiago,46-55,Outro,SC,Boleto,False,0.0,False,4,7
Produto_6751,Eletrodomésticos,Apple,953.4,1349,2023-12-29,Gabriel,18-25,Outro,RJ,Cartão de Crédito,False,0.0,False,4,6
Produto_3932,Vestuário,Sony,365.2,3787,2024-09-24,Lucas,56-65,Masculino,CE,Boleto,True,11.7,True,3,6
Produto_9792,Eletrodomésticos,Acer,1227.37,2610,2024-03-17,Ana,56-65,Feminino,RS,Pix,False,0.0,True,1,4
Produto_3459,Jogos,Microsoft,554.91,555,2023-11-07,Gabriel,18-25,Outro,RJ,Cartão de Crédito,False,0.0,False,4,1
Produto_3780,Eletrônicos,Brastemp,216.76,2641,2024-08-19,Thiago,46-55,Outro,SC,Transferência Bancária,True,26.8,True,1,2
Produto_7788,Eletrodomésticos,Microsoft,1437.43,3325,2024-09-24,Pedro,56-65,Feminino,PR,Boleto,False,0.0,True,5,2
Produto_2024,Esportes,Samsung,1025.49,1054,2024-09-28,Maria,36-45,Feminino,RS,Pix,False,0.0,False,1,6
Produto_9618,Vestuário,Brastemp,1347.61,1501,2024-05-29,Fernanda,26-35,Masculino,SC,Pix,True,13.2,False,2,2
Produto_4105,Eletrodomésticos,Samsung,572.2,2651,2024-09-16,Lucas,56-65,Masculino,CE,Cartão de Crédito,False,0.0,False,2,4
Produto_9388,Jogos,Nokia,294.7,2389,2024-02-22,Gabriel,18-25,Outro,RJ,Pix,False,0.0,True,2,2
Produto_8526,Beleza,Nokia,1257.21,3401,2024-08-26,João,56-65,Feminino,MG,Cartão de Crédito,False,0.0,True,1,1
Produto_9881,Jogos,Philips,691.48,917,2024-06-09,Lucas,56-65,Masculino,CE,Boleto,True,28.2,True,1,8
Produto_8691,Eletrônicos,Apple,959.63,303,2024-05-23,Thiago,46-55,Outro,SC,Cartão de Crédito,False,0.0,False,5,7
Produto_7008,Móveis,Nokia,1419.66,2022,2024-05-07,Carla,18-25,Outro,SC,Cartão de Crédito,False,0.0,True,3,4
Produto_4172,Móveis,Acer,472.2,1757,2024-04-26,Carla,18-25,Outro,SC,Transferência Bancária,False,0.0,True,2,5
Produto_4226,Eletrônicos,Brastemp,777.98,935,2024-10-27,Gabriel,18-25,Outro,RJ,Boleto,True,13.3,False,5,8
Produto_7067,Jogos,Apple,527.52,3769,2024-02-03,Thiago,46-55,Outro,SC,Boleto,True,13.5,True,4,9
Produto_9858,Eletrônicos,Samsung,113.78,4879,2024-09-20,Thiago,46-55,Outro,SC,Pix,True,5.7,True,4,6
Produto_1709,Móveis,Microsoft,1432.07,3658,2024-04-16,Lucas,56-65,Masculino,CE,Transferência Bancária,False,0.0,False,3,9
Produto_9357,Eletrônicos,Nokia,299.74,867,2024-01-28,Gabriel,18-25,Outro,RJ,Pix,True,16.6,True,1,7
Produto_6555,Brinquedos,Nokia,753.2,1669,2024-03-08,João,56-65,Feminino,MG,Pix,False,0.0,True,4,1
Produto_8917,Esportes,Nokia,1229.0,1236,2023-11-27,Maria,36-45,Feminino,RS,Cartão de Crédito,True,18.4,False,4,9
Produto_2272,Beleza,Brastemp,1217.82,4153,2024-09-04,Paula,46-55,Masculino,PR,Pix,False,0.0,True,1,6
Produto_3358,Jogos,LG,1490.4,4784,2024-01-18,Paula,46-55,Masculino,PR,Transferência Bancária,True,7.8,True,2,4
Produto_7399,Vestuário,Sony,310.14,635,2024-07-25,João,56-65,Feminino,MG,Boleto,False,0.0,False,2,6
Produto_8240,Beleza,Philips,1362.6,4141,2023-11-16,Paula,46-55,Masculino,PR,Boleto,False,0.0,True,4,4
Produto_3619,Beleza,LG,737.26,1741,2024-08-14,Fernanda,26-35,Masculino,SC,Transferência Bancária,False,0.0,False,2,2
Produto_4097,Móveis,Panasonic,906.63,2987,2023-11-06,Maria,36-45,Feminino,RS,Pix,False,0.0,False,3,10
Produto_3541,Móveis,Acer,1199.21,1522,2024-09-17,Thiago,46-55,Outro,SC,Cartão de Crédito,True,23.2,False,4,9
Produto_4377,Eletrônicos,Nokia,264.5,799,2024-01-21,Thiago,46-55,Outro,SC,Pix,False,0.0,False,1,5
Produto_3722,Móveis,Philips,1306.03,4987,2024-05-15,Carla,18-25,Outro,SC,Transferência Bancária,False,0.0,False,1,1
Produto_4342,Brinquedos,Brastemp,1356.71,1864,2024-07-12,Pedro,56-65,Feminino,PR,Cartão de Crédito,True,29.1,False,1,7
Produto_6810,Eletrônicos,Philips,690.9,3794,2024-03-27,Thiago,46-55,Outro,SC,Transferência Bancária,False,0.0,False,4,3
Produto_7350,Eletrônicos,Microsoft,504.68,3906,2024-10-04,Paula,46-55,Masculino,PR,Boleto,False,0.0,True,2,3
Produto_2168,Móveis,Apple,248.29,2839,2024-07-04,Pedro,56-65,Feminino,PR,Cartão de Crédito,True,12.0,True,1,9
Produto_5031,Jogos,Sony,902.23,1579,2024-09-09,Maria,36-45,Feminino,RS,Pix,False,0.0,True,1,10
Produto_9998,Beleza,Sony,1079.32,532,2024-10-12,Lucas,56-65,Masculino,CE,Cartão de Crédito,True,14.9,True,3,8
Produto_9415,Beleza,Brastemp,744.71,1244,2024-06-01,Paula,46-55,Masculino,PR,Pix,True,27.5,True,5,9
Produto_3490,Esportes,LG,517.26,1986,2024-10-27,Paula,46-55,Masculino,PR,Transferência Bancária,False,0.0,False,1,1
Produto_8621,Beleza,LG,672.86,4765,2024-05-09,Lucas,56-65,Masculino,CE,Boleto,False,0.0,True,4,9
Produto_7443,Brinquedos,Brastemp,1341.87,237,2024-05-16,Thiago,46-55,Outro,SC,Boleto,True,11.0,False,3,1
Produto_5800,Beleza,Microsoft,950.02,4790,2024-06-20,Ana,56-65,Feminino,RS,Cartão de Crédito,False,0.0,True,2,4
Produto_9391,Beleza,Apple,1104.63,948,2024-10-05,Gabriel,18-25,Outro,RJ,Pix,True,8.2,False,1,3
Produto_2572,Beleza,Samsung,65.9,2254,2024-04-08,Pedro,56-65,Feminino,PR,Boleto,True,10.9,True,4,3
Produto_3890,Eletrônicos,Apple,1468.77,1656,2024-04-20,Pedro,56-65,Feminino,PR,Cartão de Crédito,False,0.0,True,4,7
Produto_9393,Vestuário,Panasonic,1446.44,4728,2024-01-02,Carla,18-25,Outro,SC,Transferência Bancária,False,0.0,False,5,9
Produto_3822,Eletrodomésticos,Samsung,116.94,1152,2024-06-11,Paula,46-55,Masculino,PR,Boleto,False,0.0,False,5,6
Produto_9770,Esportes,Philips,1193.39,3019,2024-03-02,Lucas,56-65,Masculino,CE,Boleto,True,16.9,True,2,10
Produto_2011,Jogos,Sony,788.38,3982,2024-02-16,Maria,36-45,Feminino,RS,Boleto,True,13.1,False,2,8
Produto_7879,Móveis,Philips,1469.51,2389,2023-12-02,João,56-65,Feminino,MG,Transferência Bancária,False,0.0,False,5,3
Produto_1699,Jogos,Samsung,155.96,2086,2024-03-27,Pedro,56-65,Feminino,PR,Pix,True,27.0,True,4,3
Produto_4703,Beleza,Acer,1374.3,2508,2024-05-26,Paula,46-55,Masculino,PR,Cartão de Crédito,False,0.0,False,3,4
Produto_8280,Vestuário,Nokia,1387.53,2237,2024-07-05,Maria,36-45,Feminino,RS,Transferência Bancária,True,15.3,True,4,3
Produto_7165,Vestuário,Microsoft,540.12,3985,2024-09-22,Gabriel,18-25,Outro,RJ,Pix,True,6.2,True,1,9
Produto_1056,Esportes,Sony,1015.53,4917,2024-06-04,Carla,18-25,Outro,SC,Pix,False,0.0,True,3,5
Produto_2438,Brinquedos,Panasonic,546.72,4866,2023-12-09,Ana,56-65,Feminino,RS,Pix,False,0.0,True,4,8
Produto_3170,Jogos,Sony,1262.3,2157,2024-02-14,Thiago,46-55,Outro,SC,Boleto,True,18.7,True,5,5
Produto_6428,Eletrodomésticos,Brastemp,913.04,982,2024-08-28,Ana,56-65,Feminino,RS,Pix,True,18.6,True,3,10
Produto_5117,Esportes,Apple,1436.4,4469,2024-02-23,Maria,36-45,Feminino,RS,Transferência Bancária,False,0.0,True,5,3
Produto_5371,Beleza,Sony,543.22,3441,2024-09-10,Gabriel,18-25,Outro,RJ,Cartão de Crédito,False,0.0,False,3,5
Produto_9417,Vestuário,Microsoft,703.61,3547,2024-01-16,Pedro,56-65,Feminino,PR,Pix,False,0.0,False,2,8
Produto_4022,Beleza,Nokia,202.28,2306,2024-04-16,Lucas,56-65,Masculino,CE,Pix,False,0.0,True,3,4
Produto_9898,Eletrodomésticos,Acer,919.5,1760,2024-09-28,Paula,46-55,Masculino,PR,Pix,False,0.0,False,3,9
Produto_1307,Esportes,Acer,70.06,1931,2023-11-11,Thiago,46-55,Outro,SC,Transferência Bancária,False,0.0,True,1,9
Produto_4939,Brinquedos,Brastemp,1082.73,1702,2024-07-03,Thiago,46-55,Outro,SC,Cartão de Crédito,False,0.0,False,3,10
Produto_6862,Jogos,Panasonic,418.18,4461,2024-04-27,Paula,46-55,Masculino,PR,Pix,False,0.0,True,2,3
Produto_7997,Eletrônicos,Microsoft,66.57,2827,2024-06-18,Paula,46-55,Masculino,PR,Transferência Bancária,False,0.0,True,2,8
Produto_4991,Eletrodomésticos,Samsung,426.19,4689,2024-02-21,Maria,36-45,Feminino,RS,Cartão de Crédito,False,0.0,False,4,5
Produto_8182,Móveis,Sony,1364.33,2664,2024-10-19,Fernanda,26-35,Masculino,SC,Cartão de Crédito,False,0.0,False,2,9
Produto_7690,Esportes,Apple,1389.33,3118,2024-03-01,Paula,46-55,Masculino,PR,Boleto,False,0.0,True,4,3
Produto_7465,Eletrônicos,Philips,91.37,666,2024-01-05,Fernanda,26-35,Masculino,SC,Cartão de Crédito,False,0.0,False,5,10
Produto_5165,Jogos,Panasonic,1289.98,4808,2024-03-19,Pedro,56-65,Feminino,PR,Cartão de Crédito,False,0.0,False,4,10
Produto_5406,Eletrônicos,Philips,950.33,434,2024-06-09,Pedro,56-65,Feminino,PR,Transferência Bancária,False,0.0,True,4,8
Produto_8087,Eletrodomésticos,Panasonic,1223.02,3630,2024-04-07,Ana,56-65,Feminino,RS,Pix,True,14.9,False,3,5
Produto_2674,Eletrodomésticos,Samsung,1207.53,4550,2024-02-27,Lucas,56-65,Masculino,CE,Pix,False,0.0,True,2,9
Produto_2285,Vestuário,Acer,476.8,3020,2024-04-06,Lucas,56-65,Masculino,CE,Pix,True,5.7,False,2,3
Produto_6589,Beleza,Philips,1156.14,2888,2024-05-07,Pedro,56-65,Feminino,PR,Transferência Bancária,True,6.0,False,2,4
Produto_3152,Brinquedos,Sony,853.77,183,2024-06-10,Ana,56-65,Feminino,RS,Transferência Bancária,True,26.1,False,4,10
Produto_7011,Eletrodomésticos,Panasonic,843.95,3019,2023-11-05,Maria,36-45,Feminino,RS,Boleto,False,0.0,True,4,6
Produto_3485,Brinquedos,Nokia,926.31,1389,2023-12-21,Maria,36-45,Feminino,RS,Transferência Bancária,False,0.0,False,3,4
Produto_3842,Vestuário,Nokia,95.93,1957,2024-10-20,Maria,36-45,Feminino,RS,Transferência Bancária,False,0.0,False,3,5
Produto_4605,Jogos,Acer,500.93,4904,2024-06-20,Maria,36-45,Feminino,RS,Transferência Bancária,False,0.0,False,4,4
Produto_6598,Eletrônicos,Philips,1372.94,3187,2024-05-25,Thiago,46-55,Outro,SC,Boleto,True,17.6,True,3,7
Produto_8121,Jogos,Brastemp,56.56,371,2024-09-29,Thiago,46-55,Outro,SC,Transferência Bancária,True,14.7,True,5,5
Produto_2959,Eletrônicos,LG,319.29,1520,2024-02-03,Fernanda,26-35,Masculino,SC,Boleto,True,18.0,True,3,10
Produto_4693,Eletrônicos,Acer,166.55,3678,2023-12-21,Ana,56-65,Feminino,RS,Transferência Bancária,True,14.8,False,2,4
Produto_6856,Jogos,LG,207.89,1534,2024-02-01,Thiago,46-55,Outro,SC,Pix,True,19.8,False,3,9
Produto_7433,Móveis,Acer,932.79,1064,2024-09-28,Paula,46-55,Masculino,PR,Cartão de Crédito,True,26.0,False,2,4
Produto_5454,Vestuário,Samsung,701.6,752,2024-05-13,Carla,18-25,Outro,SC,Boleto,True,9.5,False,4,9
Produto_3007,Jogos,Brastemp,749.03,943,2024-09-19,Pedro,56-65,Feminino,PR,Transferência Bancária,True,28.5,True,4,8
Produto_4460,Beleza,Philips,981.14,261,2024-09-17,Fernanda,26-35,Masculino,SC,Pix,False,0.0,False,1,3
Produto_8193,Jogos,Nokia,1040.42,521,2024-02-02,Pedro,56-65,Feminino,PR,Boleto,False,0.0,False,1,3
Produto_1926,Esportes,Brastemp,1382.15,4681,2023-12-31,Fernanda,26-35,Masculino,SC,Boleto,True,13.8,False,5,7
Produto_6139,Beleza,Nokia,1214.59,881,2024-05-15,Lucas,56-65,Masculino,CE,Cartão de Crédito,False,0.0,False,1,10
Produto_2812,Brinquedos,Acer,780.5,4592,2024-07-18,Thiago,46-55,Outro,SC,Boleto,True,20.7,True,1,8
Produto_2785,Vestuário,Brastemp,474.15,1390,2024-06-02,Ana,56-65,Feminino,RS,Pix,False,0.0,True,2,9
Produto_5816,Brinquedos,Acer,161.32,4893,2023-11-06,Ana,56-65,Feminino,RS,Transferência Bancária,False,0.0,False,3,3
Produto_7915,Beleza,Brastemp,907.34,694,2024-05-05,João,56-65,Feminino,MG,Cartão de Crédito,True,11.7,False,5,7
Produto_7975,Beleza,Samsung,648.53,1547,2024-08-03,Gabriel,18-25,Outro,RJ,Transferência Bancária,True,14.4,True,5,1
Produto_5581,Eletrodomésticos,Nokia,1106.51,465,2024-06-18,Ana,56-65,Feminino,RS,Pix,True,9.4,True,4,7
Produto_4396,Vestuário,Brastemp,249.02,3008,2024-10-07,Gabriel,18-25,Outro,RJ,Pix,False,0.0,True,4,3
Produto_4206,Beleza,Acer,215.74,647,2024-07-23,Thiago,46-55,Outro,SC,Transferência Bancária,False,0.0,False,4,4
Produto_7370,Jogos,Samsung,353.59,4873,2024-01-23,Carla,18-25,Outro,SC,Cartão de Crédito,False,0.0,True,5,2
Produto_3027,Jogos,Samsung,654.11,4062,2024-05-23,Lucas,56-65,Masculino,CE,Boleto,False,0.0,False,1,3
Produto_8234,Eletrônicos,Acer,1414.14,2274,2024-03-15,Gabriel,18-25,Outro,RJ,Boleto,False,0.0,True,4,6
Produto_8082,Móveis,Apple,283.53,4106,2024-01-07,Fernanda,26-35,Masculino,SC,Transferência Bancária,False,0.0,True,2,2
Produto_7611,Esportes,Acer,1078.14,1111,2023-12-17,João,56-65,Feminino,MG,Cartão de Crédito,True,6.5,False,1,4
Produto_6246,Jogos,Philips,1275.65,2182,2024-07-14,Fernanda,26-35,Masculino,SC,Transferência Bancária,True,29.0,True,1,10
Produto_3061,Beleza,Panasonic,209.23,2822,2023-11-08,Lucas,56-65,Masculino,CE,Transferência Bancária,False,0.0,True,5,5
Produto_6472,Eletrodomésticos,Nokia,513.5,2928,2024-09-16,Gabriel,18-25,Outro,RJ,Transferência Bancária,False,0.0,False,1,2
Produto_2675,Jogos,Sony,686.87,86,2024-01-08,Thiago,46-55,Outro,SC,Pix,False,0.0,True,2,9
Produto_2696,Eletrodomésticos,Microsoft,284.5,95,2023-12-18,João,56-65,Feminino,MG,Cartão de Crédito,False,0.0,True,1,6
Produto_2918,Eletrônicos,Sony,1445.69,1046,2024-09-16,João,56-65,Feminino,MG,Pix,True,25.1,False,2,4
Produto_8300,Vestuário,Nokia,270.97,3856,2024-05-21,Paula,46-55,Masculino,PR,Pix,False,0.0,False,4,7
Produto_6124,Beleza,Apple,1053.2,1651,2024-08-14,Ana,56-65,Feminino,RS,Transferência Bancária,False,0.0,True,3,8
Produto_6706,Brinquedos,LG,393.33,2908,2024-09-06,Gabriel,18-25,Outro,RJ,Cartão de Crédito,True,21.8,False,2,1
Produto_9417,Esportes,Acer,241.5,2661,2024-06-13,Pedro,56-65,Feminino,PR,Pix,False,0.0,True,2,8
Produto_7035,Móveis,Samsung,439.13,3544,2024-10-05,Ana,56-65,Feminino,RS,Cartão de Crédito,True,10.8,False,4,6
Produto_5576,Esportes,Brastemp,1356.09,3339,2024-10-07,Pedro,56-65,Feminino,PR,Cartão de Crédito,False,0.0,False,3,5
Produto_8022,Eletrodomésticos,Nokia,1237.73,1182,2024-02-14,Gabriel,18-25,Outro,RJ,Cartão de Crédito,False,0.0,True,3,7
Produto_6052,Vestuário,Panasonic,620.7,3836,2024-08-05,João,56-65,Feminino,MG,Transferência Bancária,True,7.6,True,1,3
Produto_2854,Brinquedos,Samsung,554.25,1081,2024-04-19,Thiago,46-55,Outro,SC,Boleto,False,0.0,False,4,2
Produto_7276,Eletrônicos,Acer,462.41,3527,2024-03-03,Fernanda,26-35,Masculino,SC,Pix,False,0.0,False,1,1
Produto_5687,Jogos,Philips,637.24,4806,2024-04-20,Pedro,56-65,Feminino,PR,Transferência Bancária,False,0.0,True,3,2
Produto_4304,Vestuário,Samsung,1373.11,2970,2024-05-28,Gabriel,18-25,Outro,RJ,Boleto,False,0.0,False,3,7
Produto_7668,Eletrônicos,Sony,505.3,2656,2024-05-12,Thiago,46-55,Outro,SC,Pix,False,0.0,True,5,3
Produto_1603,Beleza,Panasonic,913.25,707,2024-07-28,Gabriel,18-25,Outro,RJ,Transferência Bancária,False,0.0,True,4,8
Produto_7229,Vestuário,Sony,448.51,1363,2024-07-12,Gabriel,18-25,Outro,RJ,Boleto,False,0.0,True,2,7
Produto_4111,Eletrônicos,Panasonic,1328.17,3311,2024-04-22,Thiago,46-55,Outro,SC,Boleto,True,8.4,True,1,2
Produto_7292,Vestuário,Acer,53.83,252,2024-04-16,Gabriel,18-25,Outro,RJ,Transferência Bancária,False,0.0,False,1,6
Produto_1852,Eletrodomésticos,Sony,691.37,1289,2024-06-30,Ana,56-65,Feminino,RS,Pix,True,20.6,True,1,5
Produto_5504,Jogos,Nokia,164.05,3612,2024-06-25,Carla,18-25,Outro,SC,Transferência Bancária,False,0.0,True,4,5
Produto_5327,Eletrodomésticos,Apple,117.21,3316,2024-08-01,Fernanda,26-35,Masculino,SC,Pix,False,0.0,False,1,6
Produto_4550,Eletrônicos,Samsung,1403.85,3296,2024-02-12,Pedro,56-65,Feminino,PR,Pix,True,6.6,False,5,7
Produto_3441,Vestuário,Microsoft,521.95,3498,2024-03-10,Ana,56-65,Feminino,RS,Cartão de Crédito,False,0.0,False,3,7
Produto_3880,Esportes,Philips,554.69,3956,2024-05-23,Ana,56-65,Feminino,RS,Pix,True,18.0,False,5,6
Produto_7733,Esportes,Samsung,958.4,3829,2024-05-28,Carla,18-25,Outro,SC,Pix,False,0.0,True,5,7
Produto_2274,Esportes,Acer,795.08,1414,2024-02-25,João,56-65,Feminino,MG,Transferência Bancária,False,0.0,True,1,10
Produto_3627,Móveis,Apple,949.65,3308,2024-06-22,Lucas,56-65,Masculino,CE,Cartão de Crédito,True,27.6,False,1,7
Produto_5147,Brinquedos,Acer,118.13,1505,2024-09-26,Pedro,56-65,Feminino,PR,Cartão de Crédito,True,23.2,True,4,2
Produto_9300,Móveis,Philips,1162.54,106,2024-10-20,Lucas,56-65,Masculino,CE,Cartão de Crédito,False,0.0,True,3,4
Produto_5445,Eletrodomésticos,Nokia,225.94,4174,2023-12-06,Carla,18-25,Outro,SC,Pix,True,23.0,True,1,3
Produto_1694,Eletrônicos,Samsung,292.11,2757,2024-08-29,Fernanda,26-35,Masculino,SC,Cartão de Crédito,False,0.0,True,1,8
Produto_5179,Jogos,Microsoft,526.94,3693,2024-07-14,João,56-65,Feminino,MG,Transferência Bancária,False,0.0,True,3,3
Produto_5077,Móveis,Panasonic,597.67,4036,2023-12-24,Maria,36-45,Feminino,RS,Cartão de Crédito,True,6.7,True,5,10
Produto_3871,Jogos,Acer,554.82,3281,2024-07-01,Lucas,56-65,Masculino,CE,Pix,False,0.0,True,1,6
Produto_4919,Móveis,Brastemp,408.92,2835,2024-07-13,Pedro,56-65,Feminino,PR,Boleto,False,0.0,False,2,8
Produto_5110,Eletrodomésticos,Brastemp,808.39,4607,2024-09-27,Paula,46-55,Masculino,PR,Pix,True,18.8,False,1,5
Produto_3344,Vestuário,Nokia,919.14,850,2024-08-28,Lucas,56-65,Masculino,CE,Cartão de Crédito,True,28.5,True,1,9
Produto_4511,Jogos,Acer,1017.31,3547,2024-01-06,Lucas,56-65,Masculino,CE,Pix,True,15.7,True,3,2
Produto_4377,Vestuário,LG,1398.87,470,2024-08-07,Maria,36-45,Feminino,RS,Pix,False,0.0,True,1,1
Produto_3091,Jogos,Brastemp,807.5,4909,2024-02-15,Gabriel,18-25,Outro,RJ,Transferência Bancária,False,0.0,False,2,7
Produto_4034,Brinquedos,Sony,1052.0,770,2024-05-10,Thiago,46-55,Outro,SC,Cartão de Crédito,False,0.0,True,4,10
Produto_3805,Eletrodomésticos,Nokia,1140.88,4953,2024-08-16,Pedro,56-65,Feminino,PR,Transferência Bancária,True,6.1,False,2,9
Produto_1599,Eletrodomésticos,Brastemp,1097.86,2382,2024-06-20,Maria,36-45,Feminino,RS,Cartão de Crédito,False,0.0,True,4,6
Produto_8724,Esportes,Acer,62.13,754,2023-11-27,Gabriel,18-25,Outro,RJ,Cartão de Crédito,True,11.2,False,1,7
Produto_5014,Brinquedos,Apple,976.0,2701,2023-11-29,Gabriel,18-25,Outro,RJ,Cartão de Crédito,False,0.0,False,1,10
Produto_6067,Beleza,Nokia,776.22,3712,2024-02-12,Paula,46-55,Masculino,PR,Pix,False,0.0,False,5,3
Produto_8669,Jogos,Panasonic,618.05,2389,2024-05-26,Carla,18-25,Outro,SC,Boleto,False,0.0,False,3,8
Produto_6586,Móveis,Sony,823.35,1817,2024-08-02,Lucas,56-65,Masculino,CE,Transferência Bancária,False,0.0,False,2,4
Produto_6734,Vestuário,LG,420.12,2945,2024-04-05,Thiago,46-55,Outro,SC,Boleto,False,0.0,True,2,9
Produto_7063,Esportes,Sony,132.65,1232,2024-09-29,Thiago,46-55,Outro,SC,Transferência Bancária,False,0.0,False,1,10
Produto_3783,Móveis,Panasonic,97.89,3549,2024-08-16,Ana,56-65,Feminino,RS,Pix,False,0.0,False,5,5
Produto_9910,Esportes,Panasonic,243.14,4924,2024-01-28,Pedro,56-65,Feminino,PR,Cartão de Crédito,False,0.0,True,3,7
Produto_8469,Móveis,Samsung,560.65,3098,2024-10-24,Pedro,56-65,Feminino,PR,Boleto,False,0.0,True,2,1
